symbol:TFSC, forms: 10-K
symbol:RJSD, forms: 10-K
symbol:RLI, forms: 10-K
symbol:RLJE, forms: 10-K
symbol:RLJ, forms: 10-K
symbol:RMGN, forms: 10-K
symbol:RMRI, forms: 10-K
symbol:GRLL, forms: 10-K
symbol:RRTS, forms: 10-K
symbol:RDSH, forms: 10-K
symbol:RHSC, forms: 10-K
symbol:RCPI, forms: 10-K
symbol:BBLSE, forms: 10-K
symbol:RCKE, forms: 10-K
symbol:FUEL, forms: 10-K
symbol:ROFO, forms: 10-K
symbol:RKT, forms: 10-K
symbol:ROK, forms: 10-K
symbol:COL, forms: 10-K
symbol:RMTI, forms: 10-K
symbol:RCKY, forms: 10-K
symbol:RMCF, forms: 10-K
symbol:RSTI, forms: 10-K
symbol:ROG, forms: 10-K
symbol:ROIQ, forms: 10-K
symbol:ROIIE, forms: 10-K
symbol:ROKA, forms: 10-K
symbol:ROKR, forms: 10-K
symbol:ROL, forms: 10-K
symbol:RMLS, forms: 10-K
symbol:RMLXD, forms: 10-K
symbol:ROOM, forms: 10-K
symbol:RTNB, forms: 10-K
symbol:ROP, forms: 10-K
symbol:RRMS, forms: 10-K
symbol:ROSE, forms: 10-K
symbol:RST, forms: 10-K
symbol:RSWN, forms: 10-K
symbol:ROST, forms: 10-K
symbol:ROSV, forms: 10-K
symbol:ROBKD, forms: 10-K
symbol:RTBC, forms: 10-K
symbol:RNDY, forms: 10-K
symbol:RSE, forms: 10-K
symbol:ROVI, forms: 10-K
symbol:RDC, forms: 10-K
symbol:ROWC, forms: 10-K
symbol:RYBH, forms: 10-K
symbol:RBPAA, forms: 10-K
symbol:RCL, forms: 10-K
symbol:ROYL, forms: 10-K
symbol:ROGP, forms: 10-K
symbol:ROYE, forms: 10-K
symbol:RGLD, forms: 10-K
symbol:NNUTU, forms: 10-K
symbol:RIIC, forms: 10-K
symbol:RYPE, forms: 10-K
symbol:RYMM, forms: 10-K
symbol:RES, forms: 10-K
symbol:RPM, forms: 10-K
symbol:RPXC, forms: 10-K
symbol:RRD, forms: 10-K
symbol:RSPP, forms: 10-K
symbol:RTI, forms: 10-K
symbol:RTIX, forms: 10-K
symbol:RTSO, forms: 10-K
symbol:RBCF, forms: 10-K
symbol:RUBI, forms: 10-K
symbol:RBCN, forms: 10-K
symbol:RBYC, forms: 10-K
symbol:RT, forms: 10-K
symbol:RKUS, forms: 10-K
symbol:RTEC, forms: 10-K
symbol:RUSHA, forms: 10-K
symbol:RTGN, forms: 10-K
symbol:RUTH, forms: 10-K
symbol:RVPL, forms: 10-K
symbol:RVUE, forms: 10-K
symbol:RXII, forms: 10-K
symbol:RXSF, forms: 10-K
symbol:R, forms: 10-K
symbol:RYI, forms: 10-K
symbol:RYL, forms: 10-K
symbol:RHP, forms: 10-K
symbol:RYPPF, forms: 10-K
symbol:RDWD, forms: 10-K
symbol:SOGC, forms: 10-K
symbol:SBR, forms: 10-K
symbol:SBRA, forms: 10-K
symbol:SABR, forms: 10-K
symbol:SAKL, forms: 10-K
symbol:SAEX, forms: 10-K
symbol:SIHC, forms: 10-K
symbol:SFBR, forms: 10-K
symbol:SAFC, forms: 10-K
symbol:SFE, forms: 10-K
symbol:SAFS, forms: 10-K
symbol:SFAZ, forms: 10-K
symbol:SAFT, forms: 10-K
symbol:SGA, forms: 10-K
symbol:SAGA, forms: 10-K
symbol:SKCO, forms: 10-K
symbol:SGNT, forms: 10-K
symbol:SAGE, forms: 10-K
symbol:SAIA, forms: 10-K
symbol:SAJA, forms: 10-K
symbol:SKAS, forms: 10-K
symbol:SLMU, forms: 10-K
symbol:SLNN, forms: 10-K
symbol:SALM, forms: 10-K
symbol:CRM, forms: 10-K
symbol:SAL, forms: 10-K
symbol:SBH, forms: 10-K
symbol:SLNM, forms: 10-K
symbol:SSN, forms: 10-K
symbol:SANB, forms: 10-K
symbol:SN, forms: 10-K
symbol:SPP, forms: 10-K
symbol:SRRY, forms: 10-K
symbol:SAFM, forms: 10-K
symbol:SNDK, forms: 10-K
symbol:SD, forms: 10-K
symbol:SDT, forms: 10-K
symbol:SDR, forms: 10-K
symbol:PER, forms: 10-K
symbol:SDON, forms: 10-K
symbol:SASR, forms: 10-K
symbol:JBSS, forms: 10-K
symbol:SGMO, forms: 10-K
symbol:SGBI, forms: 10-K
symbol:SGUI, forms: 10-K
symbol:SJQU, forms: 10-K
symbol:SJT, forms: 10-K
symbol:SLOTD, forms: 10-K
symbol:SANM, forms: 10-K
symbol:SIMH, forms: 10-K
symbol:SOKE, forms: 10-K
symbol:SFEF, forms: 10-K
symbol:SFEG, forms: 10-K
symbol:SFPI, forms: 10-K
symbol:SC, forms: 10-K
symbol:SNCTO, forms: 10-K
symbol:STIE, forms: 10-K
symbol:SANT, forms: 10-K
symbol:SANP, forms: 10-K
symbol:SNWV, forms: 10-K
symbol:SNWR, forms: 10-K
symbol:SAQ, forms: 10-K
symbol:SARA, forms: 10-K
symbol:SRPT, forms: 10-K
symbol:SATCQ, forms: 10-K
symbol:STYA, forms: 10-K
symbol:SENY, forms: 10-K
symbol:BFS, forms: 10-K
symbol:ZERO, forms: 10-K
symbol:SVMI, forms: 10-K
symbol:SNVP, forms: 10-K
symbol:SAVW, forms: 10-K
symbol:SBAC, forms: 10-K
symbol:SBFG, forms: 10-K
symbol:SBTB, forms: 10-K
symbol:SCG, forms: 10-K
symbol:SCYYF, forms: 10-K
symbol:SCSC, forms: 10-K
symbol:SLB, forms: 10-K
symbol:SMIT, forms: 10-K
symbol:SCHN, forms: 10-K
symbol:SCHL, forms: 10-K
symbol:SCOO, forms: 10-K
symbol:SHLM, forms: 10-K
symbol:SCHW, forms: 10-K
symbol:SWM, forms: 10-K
symbol:SCLN, forms: 10-K
symbol:SAIC, forms: 10-K
symbol:BEUT, forms: 10-K
symbol:SCIA, forms: 10-K
symbol:SCGY, forms: 10-K
symbol:SGMS, forms: 10-K
symbol:SCND, forms: 10-K
symbol:SCIL, forms: 10-K
symbol:SCNTQ, forms: 10-K
symbol:SCIO, forms: 10-K
symbol:SQI, forms: 10-K
symbol:SCVM, forms: 10-K
symbol:SCPJ, forms: 10-K
symbol:SCRH, forms: 10-K
symbol:SKRUF, forms: 10-K
symbol:SLGD, forms: 10-K
symbol:SMG, forms: 10-K
symbol:SCXN, forms: 10-K
symbol:SNI, forms: 10-K
symbol:SCRC, forms: 10-K
symbol:SCYX, forms: 10-K
symbol:SEB'D, forms: 10-K
symbol:SEAC, forms: 10-K
symbol:SBCF, forms: 10-K
symbol:CKH, forms: 10-K
symbol:SFRX, forms: 10-K
symbol:STX, forms: 10-K
symbol:WTSLQ, forms: 10-K
symbol:SLNR, forms: 10-K
symbol:SEE, forms: 10-K
symbol:BETS, forms: 10-K
symbol:SRCH, forms: 10-K
symbol:SHLD, forms: 10-K
symbol:SHOS, forms: 10-K
symbol:SRSG, forms: 10-K
symbol:SGEN, forms: 10-K
symbol:SEVA, forms: 10-K
symbol:SEAS, forms: 10-K
symbol:SWRI, forms: 10-K
symbol:SMXI, forms: 10-K
symbol:EYES, forms: 10-K
symbol:SECI, forms: 10-K
symbol:SECT, forms: 10-K
symbol:SCRA, forms: 10-K
symbol:VTDI, forms: 10-K
symbol:SPHT, forms: 10-K
symbol:SBKCQ, forms: 10-K
symbol:SDEV, forms: 10-K
symbol:SFDL, forms: 10-K
symbol:SNFCA, forms: 10-K
symbol:SEDN, forms: 10-K
symbol:SONT, forms: 10-K
symbol:SEFE, forms: 10-K
symbol:SEIC, forms: 10-K
symbol:SLCT, forms: 10-K
symbol:SCSS, forms: 10-K
symbol:SLTC, forms: 10-K
symbol:SIR, forms: 10-K
symbol:SIGI, forms: 10-K
symbol:SEM, forms: 10-K
symbol:SEMG, forms: 10-K
symbol:LEDS, forms: 10-K
symbol:SMLR, forms: 10-K
symbol:SRE, forms: 10-K
symbol:SMTC, forms: 10-K
symbol:SCAY, forms: 10-K
symbol:SENEA, forms: 10-K
symbol:SNH, forms: 10-K
symbol:SNMX, forms: 10-K
symbol:ST, forms: 10-K
symbol:SNSGF, forms: 10-K
symbol:SXT, forms: 10-K
symbol:SDTC, forms: 10-K
symbol:SSRC, forms: 10-K
symbol:SPLM, forms: 10-K
symbol:CSWG, forms: 10-K
symbol:SQNM, forms: 10-K
symbol:SQBG, forms: 10-K
symbol:STOA, forms: 10-K
symbol:SCI, forms: 10-K
symbol:SERV, forms: 10-K
symbol:NOW, forms: 10-K
symbol:SREV, forms: 10-K
symbol:SVTE, forms: 10-K
symbol:SFBS, forms: 10-K
symbol:SVT, forms: 10-K
symbol:SESI, forms: 10-K
symbol:SEV, forms: 10-K
symbol:SSE, forms: 10-K
symbol:SVBI, forms: 10-K
symbol:SVLE, forms: 10-K
symbol:SVON, forms: 10-K
symbol:SYEV, forms: 10-K
symbol:SFBI, forms: 10-K
symbol:SFXE, forms: 10-K
symbol:SGBX, forms: 10-K
symbol:SHDH, forms: 10-K
symbol:SHAK, forms: 10-K
symbol:SHMX, forms: 10-K
symbol:SZSN, forms: 10-K
symbol:SMED, forms: 10-K
symbol:SVSO, forms: 10-K
symbol:SHLX, forms: 10-K
symbol:SHEN, forms: 10-K
symbol:VALV, forms: 10-K
symbol:SGTI, forms: 10-K
symbol:SHNL, forms: 10-K
symbol:SHW, forms: 10-K
symbol:SHDBQ, forms: 10-K
symbol:SHLO, forms: 10-K
symbol:BEST, forms: 10-K
symbol:SHPG, forms: 10-K
symbol:SGLDF, forms: 10-K
symbol:SCVL, forms: 10-K
symbol:LODG, forms: 10-K
symbol:SSMH, forms: 10-K
symbol:SHBI, forms: 10-K
symbol:SHOR, forms: 10-K
symbol:SHSH, forms: 10-K
symbol:INKN, forms: 10-K
symbol:SFLY, forms: 10-K
symbol:SSTK, forms: 10-K
symbol:SNNC, forms: 10-K
symbol:SIBN, forms: 10-K
symbol:SIBE, forms: 10-K
symbol:SLPC, forms: 10-K
symbol:SIEB, forms: 10-K
symbol:SIEN, forms: 10-K
symbol:BSRR, forms: 10-K
symbol:SRMC, forms: 10-K
symbol:SIRGQ, forms: 10-K
symbol:SIF, forms: 10-K
symbol:SIFI, forms: 10-K
symbol:SGAE, forms: 10-K
symbol:SIGAQ, forms: 10-K
symbol:SIAL, forms: 10-K
symbol:SGRB, forms: 10-K
symbol:SIGM, forms: 10-K
symbol:SGLB, forms: 10-K
symbol:SGMA, forms: 10-K
symbol:SGNL, forms: 10-K
symbol:SEYE, forms: 10-K
symbol:RELY, forms: 10-K
symbol:SIGN, forms: 10-K
symbol:SIG, forms: 10-K
symbol:SGTH, forms: 10-K
symbol:SLGN, forms: 10-K
symbol:SGI, forms: 10-K
symbol:SLAB, forms: 10-K
symbol:SLCM, forms: 10-K
symbol:SLGX, forms: 10-K
symbol:SLVA, forms: 10-K
symbol:SLGLF, forms: 10-K
symbol:SBY, forms: 10-K
symbol:SVBL, forms: 10-K
symbol:SAMG, forms: 10-K
symbol:SDRG, forms: 10-K
symbol:SFMI, forms: 10-K
symbol:SVGP, forms: 10-K
symbol:SLVH, forms: 10-K
symbol:SSNI, forms: 10-K
symbol:SSTRF, forms: 10-K
symbol:SLVM, forms: 10-K
symbol:SSBXQ, forms: 10-K
symbol:AGSM, forms: 10-K
symbol:SSNT, forms: 10-K
symbol:SVAD, forms: 10-K
symbol:SLTN, forms: 10-K
symbol:SIMC, forms: 10-K
symbol:SFNC, forms: 10-K
symbol:SPG, forms: 10-K
symbol:SWWI, forms: 10-K
symbol:SSD, forms: 10-K
symbol:SMRL, forms: 10-K
symbol:SLP, forms: 10-K
symbol:SBGI, forms: 10-K
symbol:SMDM, forms: 10-K
symbol:SIAF, forms: 10-K
symbol:OILY, forms: 10-K
symbol:SNAS, forms: 10-K
symbol:SFBE, forms: 10-K
symbol:SCEI, forms: 10-K
symbol:SCOK, forms: 10-K
symbol:SGAS, forms: 10-K
symbol:SINO, forms: 10-K
symbol:SGLA, forms: 10-K
symbol:SMAC, forms: 10-K
symbol:SNPY, forms: 10-K
symbol:SINX, forms: 10-K
symbol:SPUP, forms: 10-K
symbol:SIRI, forms: 10-K
symbol:SIRO, forms: 10-K
symbol:SYTE, forms: 10-K
symbol:SITO, forms: 10-K
symbol:SIX, forms: 10-K
symbol:SZMK, forms: 10-K
symbol:SJW, forms: 10-K
symbol:SKAJ, forms: 10-K
symbol:SKX, forms: 10-K
symbol:SKIN, forms: 10-K
symbol:SKVI, forms: 10-K
symbol:SKKY, forms: 10-K
symbol:SKSK, forms: 10-K
symbol:SKUL, forms: 10-K
symbol:SKYC, forms: 10-K
symbol:SKYH, forms: 10-K
symbol:SKY, forms: 10-K
symbol:SKLN, forms: 10-K
symbol:SPU, forms: 10-K
symbol:SKPI, forms: 10-K
symbol:SKPN, forms: 10-K
symbol:SKBI, forms: 10-K
symbol:SKYW, forms: 10-K
symbol:SWKS, forms: 10-K
symbol:SLG, forms: 10-K
symbol:SLI, forms: 10-K
symbol:SLM, forms: 10-K
symbol:SLSZQ, forms: 10-K
symbol:SMAKD, forms: 10-K
symbol:SMWK, forms: 10-K
symbol:SMRN, forms: 10-K
symbol:SCHS, forms: 10-K
symbol:SMGY, forms: 10-K
symbol:SFS, forms: 10-K
symbol:HEAT, forms: 10-K
symbol:SMME, forms: 10-K
symbol:SPRO, forms: 10-K
symbol:SVTZ, forms: 10-K
symbol:SMVR, forms: 10-K
symbol:SM, forms: 10-K
symbol:SMGI, forms: 10-K
symbol:AOS, forms: 10-K
symbol:SMSI, forms: 10-K
symbol:SMID, forms: 10-K
symbol:SWHC, forms: 10-K
symbol:SMKY, forms: 10-K
symbol:SMFI, forms: 10-K
symbol:SSCR, forms: 10-K
symbol:SMHQ, forms: 10-K
symbol:SAQU, forms: 10-K
symbol:SMTX, forms: 10-K
symbol:SMTP, forms: 10-K
symbol:SNAX, forms: 10-K
symbol:STVI, forms: 10-K
symbol:SNA, forms: 10-K
symbol:SGOO, forms: 10-K
symbol:LNCE, forms: 10-K
symbol:SOCC, forms: 10-K
symbol:SCRI, forms: 10-K
symbol:SCKT, forms: 10-K
symbol:SLLV, forms: 10-K
symbol:SOFT, forms: 10-K
symbol:SOHU, forms: 10-K
symbol:SLTD, forms: 10-K
symbol:SLRX, forms: 10-K
symbol:SLRA, forms: 10-K
symbol:SCTY, forms: 10-K
symbol:SNRY, forms: 10-K
symbol:SOEN, forms: 10-K
symbol:SFEX, forms: 10-K
symbol:PLKT, forms: 10-K
symbol:SPCL, forms: 10-K
symbol:SOPV, forms: 10-K
symbol:SOPW, forms: 10-K
symbol:SUNS, forms: 10-K
symbol:SLTZ, forms: 10-K
symbol:SWET, forms: 10-K
symbol:WNDW, forms: 10-K
symbol:SWI, forms: 10-K
symbol:SZYM, forms: 10-K
symbol:JOBI, forms: 10-K
symbol:SLH, forms: 10-K
symbol:SLRK, forms: 10-K
symbol:SNGX, forms: 10-K
symbol:XPL, forms: 10-K
symbol:SODI, forms: 10-K
symbol:SOLS, forms: 10-K
symbol:SLIO, forms: 10-K
symbol:SLTA, forms: 10-K
symbol:SSFT, forms: 10-K
symbol:SAH, forms: 10-K
symbol:SONC, forms: 10-K
symbol:SOFO, forms: 10-K
symbol:SON, forms: 10-K
symbol:SBNK, forms: 10-K
symbol:SURE, forms: 10-K
symbol:SOTK, forms: 10-K
symbol:SONS, forms: 10-K
symbol:SORL, forms: 10-K
symbol:SRNE, forms: 10-K
symbol:BID, forms: 10-K
symbol:SOHO, forms: 10-K
symbol:SOHOL, forms: 10-K
symbol:SOUL, forms: 10-K
symbol:SFBC, forms: 10-K
symbol:SOUP, forms: 10-K
symbol:SRCF, forms: 10-K
symbol:SRGL, forms: 10-K
symbol:SAGD, forms: 10-K
symbol:SOCB, forms: 10-K
symbol:SCSG, forms: 10-K
symbol:SXE, forms: 10-K
symbol:SBFC, forms: 10-K
symbol:SEBC, forms: 10-K
symbol:SBNC, forms: 10-K
symbol:SCEDN, forms: 10-K
symbol:SOCGM, forms: 10-K
symbol:SO, forms: 10-K
symbol:RIBS, forms: 10-K
symbol:SCCO, forms: 10-K
symbol:SFST, forms: 10-K
symbol:SOMC, forms: 10-K
symbol:SMBC, forms: 10-K
symbol:SONA, forms: 10-K
symbol:SOST, forms: 10-K
symbol:SOHL, forms: 10-K
symbol:SJI, forms: 10-K
symbol:SOPK, forms: 10-K
symbol:SBSI, forms: 10-K
symbol:SSB, forms: 10-K
symbol:LUV, forms: 10-K
symbol:OKSB, forms: 10-K
symbol:SWN, forms: 10-K
symbol:SWX, forms: 10-K
symbol:SGB, forms: 10-K
symbol:SWIOU, forms: 10-K
symbol:SVXA, forms: 10-K
symbol:SLCO, forms: 10-K
symbol:SSS, forms: 10-K
symbol:SPAN, forms: 10-K
symbol:SBSA, forms: 10-K
symbol:SPBU, forms: 10-K
symbol:SGRP, forms: 10-K
symbol:SPKE, forms: 10-K
symbol:LOV, forms: 10-K
symbol:ONCE, forms: 10-K
symbol:SRCO, forms: 10-K
symbol:SPAG, forms: 10-K
symbol:SPAR, forms: 10-K
symbol:SPTN, forms: 10-K
symbol:SPA, forms: 10-K
symbol:SPZR, forms: 10-K
symbol:GLD, forms: 10-K
symbol:SDOI, forms: 10-K
symbol:SE, forms: 10-K
symbol:SEP, forms: 10-K
symbol:FCCN, forms: 10-K
symbol:SPNC, forms: 10-K
symbol:SCIE, forms: 10-K
symbol:SPB, forms: 10-K
symbol:SPXA, forms: 10-K
symbol:SPGZ, forms: 10-K
symbol:SPPI, forms: 10-K
symbol:SPDC, forms: 10-K
symbol:SPMI, forms: 10-K
symbol:SPDE, forms: 10-K
symbol:TRK, forms: 10-K
symbol:SSPC, forms: 10-K
symbol:SPEX, forms: 10-K
symbol:SPDL, forms: 10-K
symbol:SPND, forms: 10-K
symbol:SPIN, forms: 10-K
symbol:STOY, forms: 10-K
symbol:SPIR, forms: 10-K
symbol:SPTK, forms: 10-K
symbol:SPR, forms: 10-K
symbol:SAVE, forms: 10-K
symbol:SRC, forms: 10-K
symbol:SPLK, forms: 10-K
symbol:SPOM, forms: 10-K
symbol:SPOK, forms: 10-K
symbol:SENZ, forms: 10-K
symbol:SFHI, forms: 10-K
symbol:SPWH, forms: 10-K
symbol:SPQS, forms: 10-K
symbol:STLT, forms: 10-K
symbol:RPID, forms: 10-K
symbol:SP, forms: 10-K
symbol:SRLP, forms: 10-K
symbol:LEAF, forms: 10-K
symbol:S, forms: 10-K
symbol:SPRZ, forms: 10-K
symbol:SFM, forms: 10-K
symbol:SPSC, forms: 10-K
symbol:SPNI, forms: 10-K
symbol:SPW, forms: 10-K
symbol:XSPY, forms: 10-K
symbol:SPYR, forms: 10-K
symbol:SQBK, forms: 10-K
symbol:SSNC, forms: 10-K
symbol:SSGI, forms: 10-K
symbol:SSIT, forms: 10-K
symbol:SSTL, forms: 10-K
symbol:STAA, forms: 10-K
symbol:STAF, forms: 10-K
symbol:TSGL, forms: 10-K
symbol:SSI, forms: 10-K
symbol:STAG, forms: 10-K
symbol:SIDGQ, forms: 10-K
symbol:STMP, forms: 10-K
symbol:SFG, forms: 10-K
symbol:STDE, forms: 10-K
symbol:STND, forms: 10-K
symbol:SMPR, forms: 10-K
symbol:SMP, forms: 10-K
symbol:SPF, forms: 10-K
symbol:SRCTQ, forms: 10-K
symbol:SXI, forms: 10-K
symbol:SWH, forms: 10-K
symbol:STLY, forms: 10-K
symbol:SPLS, forms: 10-K
symbol:SBUX, forms: 10-K
symbol:STRZ, forms: 10-K
symbol:JRRDD, forms: 10-K
symbol:STFK, forms: 10-K
symbol:SGU, forms: 10-K
symbol:SRGZ, forms: 10-K
symbol:STIV, forms: 10-K
symbol:SKKB, forms: 10-K
symbol:SMRS, forms: 10-K
symbol:SRDP, forms: 10-K
symbol:SCX, forms: 10-K
symbol:SSET, forms: 10-K
symbol:SRT, forms: 10-K
symbol:STSC, forms: 10-K
symbol:HOT, forms: 10-K
symbol:STWD, forms: 10-K
symbol:SWAY, forms: 10-K
symbol:STRZA, forms: 10-K
symbol:STFC, forms: 10-K
symbol:STBZ, forms: 10-K
symbol:SIBC, forms: 10-K
symbol:SNC, forms: 10-K
symbol:STT, forms: 10-K
symbol:SDIG, forms: 10-K
symbol:STBA, forms: 10-K
symbol:SCS, forms: 10-K
symbol:STLD, forms: 10-K
symbol:SELR, forms: 10-K
symbol:SXCL, forms: 10-K
symbol:SPLP, forms: 10-K
symbol:STNR, forms: 10-K
symbol:SMRT, forms: 10-K
symbol:SLBU, forms: 10-K
symbol:SBOTF, forms: 10-K
symbol:SRRL, forms: 10-K
symbol:SCM, forms: 10-K
symbol:STEM, forms: 10-K
symbol:SGNI, forms: 10-K
symbol:STML, forms: 10-K
symbol:SCL, forms: 10-K
symbol:STXS, forms: 10-K
symbol:SRCL, forms: 10-K
symbol:STE, forms: 10-K
symbol:STL, forms: 10-K
symbol:STCC, forms: 10-K
symbol:STRL, forms: 10-K
symbol:SGGV, forms: 10-K
symbol:SHOO, forms: 10-K
symbol:STEV, forms: 10-K
symbol:STVF, forms: 10-K
symbol:STNT, forms: 10-K
symbol:SSFN, forms: 10-K
symbol:STC, forms: 10-K
symbol:SF, forms: 10-K
symbol:SWC, forms: 10-K
symbol:STYS, forms: 10-K
symbol:JOE, forms: 10-K
symbol:SJKI, forms: 10-K
symbol:STJO, forms: 10-K
symbol:STJ, forms: 10-K
symbol:STLK, forms: 10-K
symbol:STCK, forms: 10-K
symbol:STKR, forms: 10-K
symbol:SYBT, forms: 10-K
symbol:SGY, forms: 10-K
symbol:SGM, forms: 10-K
symbol:STON, forms: 10-K
symbol:SGRZ, forms: 10-K
symbol:SRI, forms: 10-K
symbol:SOSO, forms: 10-K
symbol:STOR, forms: 10-K
symbol:SCUEF, forms: 10-K
symbol:ASAB, forms: 10-K
symbol:STRP, forms: 10-K
symbol:STWC, forms: 10-K
symbol:STRB, forms: 10-K
symbol:SMTD, forms: 10-K
symbol:SRSIF, forms: 10-K
symbol:SGBZ, forms: 10-K
symbol:STQN, forms: 10-K
symbol:SENR, forms: 10-K
symbol:BEE, forms: 10-K
symbol:SIII, forms: 10-K
symbol:SMNG, forms: 10-K
symbol:STTX, forms: 10-K
symbol:STRT, forms: 10-K
symbol:STRS, forms: 10-K
symbol:STRA, forms: 10-K
symbol:STRM, forms: 10-K
symbol:STTK, forms: 10-K
symbol:STRI, forms: 10-K
symbol:SKAX, forms: 10-K
symbol:SFOR, forms: 10-K
symbol:STBR, forms: 10-K
symbol:SYK, forms: 10-K
symbol:STBD, forms: 10-K
symbol:SOMD, forms: 10-K
symbol:RGR, forms: 10-K
symbol:STWS, forms: 10-K
symbol:SBAY, forms: 10-K
symbol:SPH, forms: 10-K
symbol:SCMP, forms: 10-K
symbol:SUBK, forms: 10-K
symbol:SUGR, forms: 10-K
symbol:SGMD, forms: 10-K
symbol:SUME, forms: 10-K
symbol:SUMR, forms: 10-K
symbol:SMMF, forms: 10-K
symbol:INN, forms: 10-K
symbol:SMLP, forms: 10-K
symbol:SNBC, forms: 10-K
symbol:SUNC, forms: 10-K
symbol:SXC, forms: 10-K
symbol:SXCP, forms: 10-K
symbol:SUI, forms: 10-K
symbol:SUND, forms: 10-K
symbol:SUNE, forms: 10-K
symbol:SEMI, forms: 10-K
symbol:SNEY, forms: 10-K
symbol:SNSS, forms: 10-K
symbol:SGMZ, forms: 10-K
symbol:SNHY, forms: 10-K
symbol:SSY, forms: 10-K
symbol:SNNY, forms: 10-K
symbol:SXL, forms: 10-K
symbol:SUN, forms: 10-K
symbol:STKL, forms: 10-K
symbol:SPWR, forms: 10-K
symbol:SNDZ, forms: 10-K
symbol:SRRE, forms: 10-K
symbol:SRTI, forms: 10-K
symbol:SNSX, forms: 10-K
symbol:SBCP, forms: 10-K
symbol:SBFM, forms: 10-K
symbol:SSNF, forms: 10-K
symbol:SSH, forms: 10-K
symbol:SHO, forms: 10-K
symbol:STI, forms: 10-K
symbol:SSOL, forms: 10-K
symbol:SVLT, forms: 10-K
symbol:SVSA, forms: 10-K
symbol:SUWG, forms: 10-K
symbol:SUWN, forms: 10-K
symbol:SAEI, forms: 10-K
symbol:SCON, forms: 10-K
symbol:SDIR, forms: 10-K
symbol:SDPI, forms: 10-K
symbol:SPN, forms: 10-K
symbol:SUP, forms: 10-K
symbol:SGC, forms: 10-K
symbol:SWSIP, forms: 10-K
symbol:SMCI, forms: 10-K
symbol:SPRN, forms: 10-K
symbol:SUPN, forms: 10-K
symbol:SPPR, forms: 10-K
symbol:SVU, forms: 10-K
symbol:SPRT, forms: 10-K
symbol:SSVE, forms: 10-K
symbol:STS, forms: 10-K
symbol:SURP, forms: 10-K
symbol:SCTZ, forms: 10-K
symbol:SPRS, forms: 10-K
symbol:SRGG, forms: 10-K
symbol:SCAI, forms: 10-K
symbol:SGLN, forms: 10-K
symbol:SRDX, forms: 10-K
symbol:SRNA, forms: 10-K
symbol:SRYB, forms: 10-K
symbol:SVTY, forms: 10-K
symbol:SUSQ, forms: 10-K
symbol:SBBX, forms: 10-K
symbol:SUTR, forms: 10-K
symbol:STRN, forms: 10-K
symbol:SUVZ, forms: 10-K
symbol:SIVB, forms: 10-K
symbol:SWEE, forms: 10-K
symbol:SFY, forms: 10-K
symbol:SWFR, forms: 10-K
symbol:HLMB, forms: 10-K
symbol:SWFT, forms: 10-K
symbol:SWVI, forms: 10-K
symbol:SWSH, forms: 10-K
symbol:SWHN, forms: 10-K
symbol:SWKH, forms: 10-K
symbol:SWRF, forms: 10-K
symbol:SANW, forms: 10-K
symbol:SCMR, forms: 10-K
symbol:SYYC, forms: 10-K
symbol:SYKE, forms: 10-K
symbol:UNGS, forms: 10-K
symbol:SYMC, forms: 10-K
symbol:SBID, forms: 10-K
symbol:SYA, forms: 10-K
symbol:SSRG, forms: 10-K
symbol:SYNC, forms: 10-K
symbol:GEVA, forms: 10-K
symbol:SYNL, forms: 10-K
symbol:SYNA, forms: 10-K
symbol:SNCR, forms: 10-K
symbol:SYF, forms: 10-K
symbol:SYCRF, forms: 10-K
symbol:SYNG, forms: 10-K
symbol:SURG, forms: 10-K
symbol:SYBRQ, forms: 10-K
symbol:SGYP, forms: 10-K
symbol:SYRG, forms: 10-K
symbol:SNYR, forms: 10-K
symbol:SNX, forms: 10-K
symbol:SNPS, forms: 10-K
symbol:SYVC, forms: 10-K
symbol:SNV, forms: 10-K
symbol:SNTA, forms: 10-K
symbol:SYBF, forms: 10-K
symbol:SYNT, forms: 10-K
symbol:SYMX, forms: 10-K
symbol:SYN, forms: 10-K
symbol:SYUT, forms: 10-K
symbol:SYNI, forms: 10-K
symbol:SYPR, forms: 10-K
symbol:SYRA, forms: 10-K
symbol:SYY, forms: 10-K
symbol:SYRX, forms: 10-K
symbol:SYX, forms: 10-K
symbol:SYZG, forms: 10-K
symbol:TTOO, forms: 10-K
symbol:TTTM, forms: 10-K
symbol:TFIV, forms: 10-K
symbol:DATA, forms: 10-K
symbol:TBTC, forms: 10-K
symbol:TAGG, forms: 10-K
symbol:TAIT, forms: 10-K
symbol:TTWO, forms: 10-K
symbol:TKAT, forms: 10-K
symbol:TAL, forms: 10-K
symbol:TEP, forms: 10-K
symbol:TLMR, forms: 10-K
symbol:TALN, forms: 10-K
symbol:TALR, forms: 10-K
symbol:TAMO, forms: 10-K
symbol:TPHX, forms: 10-K
symbol:TNDM, forms: 10-K
symbol:TBACQ, forms: 10-K
symbol:TLF, forms: 10-K
symbol:SKT, forms: 10-K
symbol:TNGO, forms: 10-K
symbol:TNBI, forms: 10-K
symbol:TAON, forms: 10-K
symbol:TPIV, forms: 10-K
symbol:TAPP, forms: 10-K
symbol:TSLI, forms: 10-K
symbol:TRGT, forms: 10-K
symbol:NGLS, forms: 10-K
symbol:TGT, forms: 10-K
symbol:TRGM, forms: 10-K
